feed_provider,feed_valid_id,action_type,details,created_at
bet365,190223532,appeared,,2026-03-06T21:19:55Z
bet365,190265619,appeared,,2026-03-06T21:19:55Z
bet365,190224387,appeared,,2026-03-06T21:19:55Z
bet365,190173034,appeared,,2026-03-06T21:19:55Z
bet365,190223537,appeared,,2026-03-06T21:19:55Z
bet365,190267983,appeared,,2026-03-06T21:19:55Z
bet365,190265641,appeared,,2026-03-06T21:19:55Z
bet365,190220391,appeared,,2026-03-06T21:19:55Z
bet365,190224380,appeared,,2026-03-06T21:19:55Z
bet365,190173036,appeared,,2026-03-06T21:19:55Z
bet365,190267996,appeared,,2026-03-06T21:19:55Z
bet365,190223543,appeared,,2026-03-06T21:19:55Z
bet365,190265612,appeared,,2026-03-06T21:19:55Z
bet365,190220387,appeared,,2026-03-06T21:19:55Z
bet365,190224379,appeared,,2026-03-06T21:19:55Z
bet365,190173040,appeared,,2026-03-06T21:19:55Z
bet365,190267984,appeared,,2026-03-06T21:19:55Z
bet365,190221445,appeared,,2026-03-06T21:19:55Z
bet365,190223540,appeared,,2026-03-06T21:19:55Z
bet365,190265633,appeared,,2026-03-06T21:19:55Z
bet365,190220386,appeared,,2026-03-06T21:19:55Z
bet365,190224386,appeared,,2026-03-06T21:19:55Z
bet365,190220660,appeared,,2026-03-06T21:19:55Z
bet365,190267985,appeared,,2026-03-06T21:19:55Z
bet365,190208095,unignored,,2026-03-06T21:19:58Z
bet365,189135832,ignored,,2026-03-06T22:30:02Z
bet365,189135832,unignored,,2026-03-06T22:30:09Z
bwin,19083312,appeared,,2026-03-09T21:09:15Z
bwin,19084050,appeared,,2026-03-09T21:09:15Z
bwin,19092086,appeared,,2026-03-09T21:09:15Z
bwin,19096205,appeared,,2026-03-09T21:09:15Z
bwin,19096228,appeared,,2026-03-09T21:09:15Z
bwin,207752966,appeared,,2026-03-09T21:09:15Z
bwin,207756700,appeared,,2026-03-09T21:09:15Z
bwin,207756701,appeared,,2026-03-09T21:09:15Z
bwin,19053989,appeared,,2026-03-09T21:09:15Z
bwin,19053990,appeared,,2026-03-09T21:09:15Z
bwin,19053991,appeared,,2026-03-09T21:09:15Z
bwin,19054048,appeared,,2026-03-09T21:09:15Z
bwin,19054049,appeared,,2026-03-09T21:09:15Z
bwin,19092068,appeared,,2026-03-09T21:09:15Z
bwin,19092117,appeared,,2026-03-09T21:09:15Z
bwin,19092142,appeared,,2026-03-09T21:09:15Z
bwin,19092069,appeared,,2026-03-09T21:09:15Z
bwin,19092087,appeared,,2026-03-09T21:09:15Z
bwin,207752782,appeared,,2026-03-09T21:09:15Z
bwin,19084475,appeared,,2026-03-09T21:09:15Z
bwin,19084965,appeared,,2026-03-09T21:09:15Z
bwin,19084968,appeared,,2026-03-09T21:09:15Z
bwin,19085050,appeared,,2026-03-09T21:09:15Z
bwin,19088369,appeared,,2026-03-09T21:09:15Z
bwin,19089019,appeared,,2026-03-09T21:09:15Z
bwin,19094691,appeared,,2026-03-09T21:09:15Z
bwin,19094692,appeared,,2026-03-09T21:09:15Z
bwin,19094693,appeared,,2026-03-09T21:09:15Z
bwin,19094694,appeared,,2026-03-09T21:09:15Z
bwin,19098884,appeared,,2026-03-09T21:09:15Z
bwin,19096324,appeared,,2026-03-09T21:09:15Z
bwin,19092118,appeared,,2026-03-09T21:09:15Z
bwin,19092226,appeared,,2026-03-09T21:09:15Z
bwin,19092088,appeared,,2026-03-09T21:09:15Z
bwin,207752781,appeared,,2026-03-09T21:09:15Z
bwin,19092070,appeared,,2026-03-09T21:09:15Z
bwin,19092143,appeared,,2026-03-09T21:09:15Z
bwin,19092089,appeared,,2026-03-09T21:09:15Z
bwin,19092119,appeared,,2026-03-09T21:09:15Z
bwin,207756703,appeared,,2026-03-09T21:09:15Z
bwin,19090536,appeared,,2026-03-09T21:09:15Z
bwin,19090076,appeared,,2026-03-09T21:09:15Z
bwin,19095584,appeared,,2026-03-09T21:09:15Z
bwin,19054051,appeared,,2026-03-09T21:09:15Z
bwin,19054052,appeared,,2026-03-09T21:09:15Z
bwin,19097570,appeared,,2026-03-09T21:09:15Z
bwin,19091094,appeared,,2026-03-09T21:09:15Z
bwin,19091095,appeared,,2026-03-09T21:09:15Z
bwin,19091096,appeared,,2026-03-09T21:09:15Z
bwin,19095516,appeared,,2026-03-09T21:09:15Z
bwin,19054054,appeared,,2026-03-09T21:09:15Z
bwin,19094860,appeared,,2026-03-09T21:09:15Z
bwin,19095062,appeared,,2026-03-09T21:09:15Z
bwin,19095063,appeared,,2026-03-09T21:09:15Z
bwin,19095064,appeared,,2026-03-09T21:09:15Z
bwin,19095065,appeared,,2026-03-09T21:09:15Z
bwin,19095066,appeared,,2026-03-09T21:09:15Z
bwin,19095067,appeared,,2026-03-09T21:09:15Z
bwin,19095361,appeared,,2026-03-09T21:09:15Z
bwin,19095251,appeared,,2026-03-09T21:09:15Z
bwin,19090513,appeared,,2026-03-09T21:09:15Z
bwin,19092581,appeared,,2026-03-09T21:09:15Z
bwin,19092582,appeared,,2026-03-09T21:09:15Z
bwin,19092583,appeared,,2026-03-09T21:09:15Z
bwin,19054055,appeared,,2026-03-09T21:09:15Z
bwin,19054056,appeared,,2026-03-09T21:09:15Z
bwin,19095108,appeared,,2026-03-09T21:09:15Z
bwin,19095121,appeared,,2026-03-09T21:09:15Z
bwin,19095122,appeared,,2026-03-09T21:09:15Z
bwin,19095677,appeared,,2026-03-09T21:09:15Z
bwin,19083310,appeared,,2026-03-09T21:09:15Z
bwin,19095781,appeared,,2026-03-09T21:09:15Z
bwin,19090514,appeared,,2026-03-09T21:09:15Z
bwin,19090515,appeared,,2026-03-09T21:09:15Z
bwin,19090573,appeared,,2026-03-09T21:09:15Z
bwin,19092584,appeared,,2026-03-09T21:09:15Z
bwin,19092585,appeared,,2026-03-09T21:09:15Z
bwin,19092586,appeared,,2026-03-09T21:09:15Z
bwin,19092587,appeared,,2026-03-09T21:09:15Z
bwin,19092588,appeared,,2026-03-09T21:09:15Z
bwin,19092590,appeared,,2026-03-09T21:09:15Z
bwin,19092591,appeared,,2026-03-09T21:09:15Z
bwin,19092592,appeared,,2026-03-09T21:09:15Z
bwin,19092685,appeared,,2026-03-09T21:09:15Z
bwin,19092686,appeared,,2026-03-09T21:09:15Z
bwin,19092687,appeared,,2026-03-09T21:09:15Z
bwin,19092688,appeared,,2026-03-09T21:09:15Z
bwin,19092689,appeared,,2026-03-09T21:09:15Z
bwin,19092690,appeared,,2026-03-09T21:09:15Z
bwin,19092691,appeared,,2026-03-09T21:09:15Z
bwin,19096265,appeared,,2026-03-09T21:09:15Z
bwin,19089852,appeared,,2026-03-09T21:09:15Z
bwin,19054057,appeared,,2026-03-09T21:09:15Z
bwin,19054058,appeared,,2026-03-09T21:09:15Z
bwin,19054059,appeared,,2026-03-09T21:09:15Z
bwin,19054060,appeared,,2026-03-09T21:09:15Z
bwin,19054061,appeared,,2026-03-09T21:09:15Z
bwin,19054062,appeared,,2026-03-09T21:09:15Z
bwin,19054063,appeared,,2026-03-09T21:09:15Z
bwin,19054064,appeared,,2026-03-09T21:09:15Z
bwin,500740197,appeared,,2026-03-09T21:09:15Z
bwin,500794843,appeared,,2026-03-09T21:09:15Z
bwin,500794848,appeared,,2026-03-09T21:09:15Z
bwin,500685932,appeared,,2026-03-09T21:09:15Z
bwin,500794854,appeared,,2026-03-09T21:09:15Z
bwin,500794857,appeared,,2026-03-09T21:09:15Z
bwin,500792672,appeared,,2026-03-09T21:09:15Z
bwin,500540510,appeared,,2026-03-09T21:09:15Z
bwin,500793197,appeared,,2026-03-09T21:09:15Z
bwin,500543184,appeared,,2026-03-09T21:09:15Z
bwin,18369059,appeared,,2026-03-09T21:09:15Z
bwin,207752782,mapped,G-51789ABA,2026-03-09T22:37:06Z
bwin,207756703,mapped,G-9CA1237C,2026-03-09T23:13:42Z
